acX,acY,acZ,gyX,gyY,gyZ,time,Akselerasi
0.67,0.56,3.43,3.56,489.91,493.78,12:46:27,3.53940673
0.6,0.45,3.35,500.5,494.49,1.55,12:46:27,3.432928779
0.66,0.54,3.37,497.57,2.97,500.56,12:46:28,3.476219211
0.64,0.51,3.35,494.95,497.92,500.89,12:46:28,3.448506923
0.74,0.51,3.46,2.16,7.05,1.11,12:46:30,3.574814681
0.64,0.55,3.35,493.44,488.38,4.8,12:46:30,3.454649042
0.67,0.46,3.39,496.87,495.98,11.99,12:46:31,3.486057946
0.7,0.52,3.44,494.08,2.69,500.39,12:46:31,3.548802615
0.69,0.52,3.46,491.51,497.31,4.95,12:46:32,3.566244523
0.72,0.52,3.49,9.03,10.66,493.12,12:46:32,3.601235899
0.63,0.53,3.38,494.14,485.77,4.46,12:46:33,3.47882164
0.65,0.53,3.38,5.02,7.31,3.57,12:46:33,3.482499103
0.68,0.53,3.43,491.48,-0.42,498.77,12:46:34,3.536693371
0.67,0.58,3.43,497.21,0.92,2.47,12:46:34,3.542626145
0.74,0.55,3.48,13,15.67,497.26,12:46:35,3.600069444
0.71,0.5,3.33,0.65,2.56,497.09,12:46:35,3.441366008
0.65,0.54,3.39,491.9,1.21,3.22,12:46:36,3.493737254
0.67,0.55,3.42,492.9,-1.98,500.48,12:46:36,3.528143988
0.66,0.54,3.41,494.99,-1.97,0.94,12:46:37,3.515010669
0.69,0.54,3.5,0.78,8.31,3.11,12:46:38,3.608004989
0.68,0.57,3.42,498.38,490.71,496.13,12:46:38,3.533227986
0.66,0.55,3.34,497.85,2.01,11.78,12:46:39,3.448724402
0.63,0.57,3.39,494.22,4.05,1.61,12:46:39,3.494839052
0.64,0.55,3.41,499.67,7.59,500.02,12:46:40,3.512862081
0.7,0.56,3.49,497.82,4.39,5.29,12:46:40,3.603290163
0.68,0.57,3.44,499.35,491.66,496.29,12:46:41,3.552590604
0.93,0.38,3.87,499.21,497.65,502.05,12:46:41,3.998274628
0.93,0.39,3.85,497.82,1.58,6.18,12:46:42,3.979886933
0.93,0.38,3.86,497.7,2.56,502.37,12:46:42,3.988596244
0.94,0.39,3.84,498.21,0.93,2.93,12:46:43,3.972568439
0.94,0.38,3.85,498.61,-0.12,506.01,12:46:43,3.981268642
0.93,0.39,3.84,497.88,-0.13,502.05,12:46:44,3.9702141
0.92,0.4,3.79,498.34,0.78,510.45,12:46:44,3.920522924
0.92,0.39,3.83,498.1,0.75,507.65,12:46:45,3.958206665
0.93,0.4,3.87,496.98,2.13,506.72,12:46:45,4.000224994
0.92,0.41,3.9,496.91,0.3,7.46,12:46:46,4.027964747
0.92,0.4,3.81,497.86,0.96,5.91,12:46:46,3.939860404
0.93,0.42,3.86,494.48,1.06,505.79,12:46:47,3.992605665
0.9,0.44,3.9,497.12,2.28,509.84,12:46:47,4.026611479
0.91,0.45,3.91,4.97,497.62,499.71,12:46:48,4.039641073
0.86,0.48,3.8,13.08,479.12,491.18,12:46:48,3.925557285
0.76,0.5,3.56,7.67,492.2,500.48,12:46:49,3.67439791
0.65,0.59,3.43,5.38,479.55,490.46,12:46:49,3.540550805
0.48,0.5,3.35,2.37,496.7,509.79,12:46:50,3.42095016
0.41,0.54,3.18,6.94,497.9,489.33,12:46:50,3.251476588
0.47,0.54,3.41,480.27,25.41,31.6,12:46:51,3.484336379
0.61,0.55,3.44,490.75,4.14,28.01,12:46:51,3.536693371
0.7,0.56,3.39,494.05,0.16,7.65,12:46:52,3.506522494
0.63,0.56,3.45,495.4,-0.86,10.1,12:46:52,3.551478565
0.65,0.51,3.44,492.73,2.97,13.04,12:46:53,3.53782419
0.64,0.49,3.37,6.2,2.75,493.84,12:46:53,3.465054112
0.63,0.51,3.43,491.56,496.09,7.09,12:46:54,3.524471592
0.67,0.54,3.44,3.89,18.52,507.71,12:46:54,3.545997744
0.7,0.57,3.48,0.89,497.49,504.45,12:46:55,3.595177325
0.62,0.49,3.47,4.89,3.2,506.01,12:46:55,3.558848128
0.67,0.53,3.42,498.97,6.34,498,12:46:56,3.525081559
0.66,0.55,3.48,2.91,11.44,506.88,12:46:56,3.584480437
0.66,0.61,3.55,9.27,5.7,497.14,12:46:57,3.661993992
0.62,0.49,3.46,10.58,15.25,503.57,12:46:57,3.549098477
0.65,0.53,3.37,500.15,498.16,501.18,12:46:58,3.472794264
0.66,0.56,3.38,4.6,11.45,494.36,12:46:58,3.489068644
0.7,0.53,3.52,20.68,22.69,496.39,12:46:59,3.627850603
0.66,0.54,3.43,1.95,492.02,504.75,12:46:59,3.534416501
0.65,0.47,3.46,494.23,496.61,10.32,12:47:00,3.551760127
0.66,0.53,3.41,498.25,-1.03,500.74,12:47:00,3.513488295
0.66,0.6,3.47,491.65,5.71,509.63,12:47:01,3.582806163
0.77,0.52,3.51,9.04,9.33,504.11,12:47:01,3.630895206
0.62,0.53,3.41,494.7,490.06,7.26,12:47:02,3.506194518
0.62,0.54,3.39,2.68,4.05,12,12:47:02,3.488280379
0.65,0.54,3.41,494.74,-1.44,503.84,12:47:03,3.513146738
0.66,0.55,3.49,498.8,7.67,505.35,12:47:03,3.594189756
0.69,0.52,3.57,6.95,13.54,498.08,12:47:04,3.673064116
0.66,0.55,3.46,496.02,488.19,13.19,12:47:04,3.565066619
0.59,0.5,3.44,499.06,9.16,8.16,12:47:05,3.525861597
0.62,0.56,3.37,495.42,1.56,502.28,12:47:05,3.472016705
0.59,0.55,3.41,497.1,5.1,502.89,12:47:06,3.504097601
0.65,0.56,3.53,489.96,10.98,17.27,12:47:06,3.63276754
0.69,0.56,3.5,9.48,494.08,494.09,12:47:07,3.611052478
0.68,0.49,3.35,498.31,495.93,4.26,12:47:07,3.45325933
0.63,0.53,3.38,496.39,492.28,502.51,12:47:08,3.47882164
0.63,0.54,3.39,495.49,3.18,502.48,12:47:08,3.490071633
0.69,0.55,3.47,495.3,11.69,14.17,12:47:09,3.580432935
0.7,0.54,3.46,4.28,492.27,500.45,12:47:09,3.571162276
0.62,0.49,3.33,5.16,0.61,495.39,12:47:10,3.422484478
0.61,0.57,3.35,493.79,-1.52,11.98,12:47:10,3.452462889
0.61,0.54,3.39,494.01,495.34,502.93,12:47:11,3.486516887
0.64,0.56,3.43,487.2,10.35,15.48,12:47:11,3.533850591
0.67,0.6,3.5,500.18,-1.52,498.96,12:47:12,3.613710005
0.62,0.54,3.42,1.74,1.44,497.94,12:47:12,3.517442253
0.63,0.56,3.38,498.66,5.48,7.45,12:47:13,3.483518336
0.69,0.53,3.48,492.77,1.01,15.12,12:47:13,3.587115833
0.69,0.51,3.48,496.54,0.64,8.77,12:47:14,3.584215395
0.72,0.5,3.47,496.86,0.94,12.26,12:47:14,3.579008243
0.73,0.49,3.48,495.32,492.73,501.64,12:47:15,3.589345344
0.68,0.53,3.49,487.65,487.48,12.98,12:47:15,3.594913073
0.53,0.55,3.26,491.25,480.92,499.92,12:47:16,3.348283142
0.6,0.59,3.46,480.59,487.61,27.54,12:47:16,3.560856639
0.66,0.54,3.44,482.02,487.39,20.56,12:47:17,3.544121894
0.61,0.57,3.46,485.56,486.35,22.73,12:47:17,3.559297684
0.63,0.56,3.41,484.13,491.09,23.58,12:47:18,3.512634339
0.65,0.56,3.42,476.77,485.15,23.9,12:47:18,3.525975042
0.66,0.52,3.4,485.03,487.75,16.53,12:47:19,3.502284968
0.62,0.54,3.4,493.86,488.99,18.86,12:47:19,3.497999428
0.63,0.5,3.29,483.35,493.79,28.08,12:47:20,3.386886476
0.63,0.55,3.34,473.32,487.45,27.72,12:47:20,3.44310906
0.66,0.55,3.44,468.78,483.43,28.39,12:47:21,3.545659318
0.69,0.53,3.45,493.23,489.35,8.58,12:47:21,3.558019112
0.57,0.5,3.43,493.62,488.14,10.71,12:47:22,3.512805147
0.61,0.55,3.45,498.86,6.63,509.61,12:47:22,3.546420731
0.67,0.54,3.45,483.06,497.53,10.6,12:47:23,3.55569965
0.74,0.52,3.56,5.88,8.02,499.59,12:47:23,3.673091341
0.68,0.56,3.5,3.62,489.94,501.73,12:47:24,3.609155026
0.61,0.45,3.4,500.58,494.56,9.92,12:47:24,3.483475276
0.67,0.54,3.41,497.62,3.05,502.49,12:47:25,3.516902046
0.65,0.52,3.39,495.02,497.93,503.94,12:47:25,3.490701935
0.75,0.52,3.51,2.25,7.15,4.11,12:47:26,3.626706495
0.65,0.56,3.42,493.53,488.47,12.37,12:47:26,3.525975042
0.67,0.47,3.42,496.95,496.06,18.81,12:47:27,3.51656082
0.71,0.52,3.51,494.17,2.79,508.93,12:47:27,3.618646156
0.69,0.53,3.53,491.56,497.37,11.03,12:47:28,3.635642997
0.73,0.52,3.53,9.05,10.7,502.21,12:47:28,3.642004942
0.63,0.53,3.41,494.18,485.83,8.32,12:47:29,3.507976625
0.66,0.54,3.44,5.09,7.36,8.37,12:47:29,3.544121894
0.69,0.53,3.51,491.5,-0.41,505.86,12:47:30,3.616227316
0.68,0.58,3.47,497.29,1.01,5.7,12:47:30,3.583252712
0.74,0.56,3.55,13.06,15.71,498.74,12:47:31,3.669291485
0.71,0.5,3.39,0.71,2.57,503.9,12:47:31,3.499457101
0.65,0.54,3.47,491.92,1.28,7.31,12:47:32,3.571414286
0.67,0.56,3.47,493,-1.96,508.96,12:47:32,3.578183897
0.66,0.55,3.45,495.07,-1.92,4.67,12:47:33,3.555362148
0.69,0.55,3.57,0.82,8.37,12.63,12:47:33,3.677431169
0.69,0.58,3.46,498.4,490.8,498.33,12:47:34,3.575485981
0.66,0.55,3.43,497.91,2.09,17.64,12:47:34,3.535958145
0.63,0.57,3.46,494.24,4.08,4.32,12:47:35,3.562779814
0.64,0.56,3.46,499.71,7.67,501.72,12:47:35,3.562976284
0.7,0.57,3.52,497.86,4.45,13.14,12:47:36,3.63390974
0.69,0.57,3.46,499.42,491.7,501.32,12:47:36,3.573877446
