acX,acY,acZ,gyX,gyY,gyZ,time,Akselerasi
0.84,0.3,3.46,496.65,1.37,1.28,12:44:48,3.573121884
0.84,0.3,3.48,0.84,2.24,500.13,12:44:49,3.592492171
0.83,0.3,3.47,498.19,0.78,500.9,12:44:49,3.580474829
0.84,0.3,3.48,497.29,-1.28,500.84,12:44:50,3.592492171
0.83,0.3,3.48,498.04,0.79,500.34,12:44:50,3.590167127
0.84,0.31,3.47,500.37,0.79,500.65,12:44:51,3.58365735
0.85,0.3,3.49,497.39,2.02,1.94,12:44:51,3.604524934
0.86,0.3,3.49,499.03,0.53,500.03,12:44:52,3.606896173
0.83,0.29,3.47,495.65,-1.98,2.33,12:44:52,3.579650821
0.84,0.3,3.47,497.68,0.5,1.26,12:44:53,3.582806163
0.83,0.29,3.47,497.87,-0.81,500.58,12:44:53,3.579650821
0.84,0.29,3.47,498.22,1.5,1.77,12:44:54,3.581982691
0.84,0.28,3.46,498.16,-0.17,501,12:44:54,3.571498285
0.85,0.29,3.47,498.21,0.09,500.81,12:44:55,3.584340944
0.83,0.29,3.47,499.4,0.46,498.86,12:44:56,3.579650821
0.95,0.18,0.33,498.06,1.15,509.51,12:44:56,1.021665307
0.94,0.19,0.37,497.83,1.15,507.87,12:44:57,1.027910502
0.93,0.18,0.4,498.44,-0.53,11.04,12:44:57,1.028250942
0.95,0.18,0.31,497.45,1.3,8.05,12:44:58,1.015381702
0.93,0.19,0.36,498.67,0.94,507.94,12:44:58,1.015184712
0.94,0.19,0.38,498.33,0.57,508.08,12:44:59,1.031552228
0.94,0.19,0.34,498.21,-0.19,508.4,12:44:59,1.017496929
0.93,0.19,0.32,498.1,0.17,3.79,12:45:00,1.001698557
0.94,0.2,0.37,498.42,0.46,3.76,12:45:00,1.029805807
0.94,0.2,0.32,497.74,0.19,504.58,12:45:01,1.012916581
0.94,0.2,0.37,498.2,0.73,502.69,12:45:01,1.029805807
0.94,0.2,0.42,495.96,2.62,16.4,12:45:02,1.048808848
0.93,0.16,0.35,500.76,496.98,506.6,12:45:02,1.006479011
0.96,0.23,0.29,496.11,493.08,505.91,12:45:03,1.028882889
0.94,0.21,0.31,499.54,1.81,5.1,12:45:03,1.011830025
0.97,0.14,0.28,499.56,490.43,508.83,12:45:04,1.019264441
0.96,0.19,0.21,5.11,496.13,9.95,12:45:04,1.000899595
0.98,0.19,0.25,497.77,1.35,502.39,12:45:05,1.029077257
0.98,0.24,0.23,486.1,459.81,9.59,12:45:05,1.034842983
0.99,0.2,0.05,500.31,32.6,3.48,12:45:06,1.011236866
0.94,0.28,0.06,499.63,492.12,506.17,12:45:06,0.98264948
1.01,0.19,3.99,498.13,36.14,509.58,12:45:07,4.120230576
0.99,0.19,0.02,499.2,-0.93,8.87,12:45:07,1.008265838
0.99,0.22,0.09,499.22,2.93,501.06,12:45:08,1.018135551
1,0.2,0.13,500.54,-0.99,509.64,12:45:08,1.028056419
1,0.2,0.1,499.32,1.13,505.83,12:45:09,1.024695077
0.98,0.24,0.05,0.85,1.7,492.51,12:45:09,1.010198
0.92,0.39,3.93,14.21,467.07,488,12:45:10,4.055046239
0.84,0.48,3.72,9.53,480.11,503.16,12:45:10,3.843748171
0.72,0.48,3.49,9.19,483.02,501.11,12:45:11,3.595677961
0.74,0.44,3.42,10.92,2.55,506.05,12:45:11,3.526698173
0.76,0.39,3.61,478.81,32.84,17.84,12:45:12,3.709690014
0.87,0.41,3.84,488.04,8.06,11.3,12:45:12,3.958610867
0.91,0.46,3.82,2.18,495.32,504.7,12:45:13,3.95374506
0.92,0.42,3.82,492.11,490.41,12.64,12:45:13,3.951607268
0.91,0.37,3.78,484.71,496.26,9.1,12:45:14,3.905560139
0.91,0.47,3.72,498.98,487.13,6.36,12:45:14,3.858419365
0.86,0.44,3.72,10.58,489.48,508.96,12:45:15,3.843383926
0.83,0.35,3.56,495.78,495.98,13.54,12:45:15,3.672192805
0.85,0.32,3.46,492.4,0.96,6.86,12:45:16,3.577219591
0.86,0.31,3.51,496.75,1.8,5.03,12:45:16,3.6270925
0.86,0.3,3.55,497.81,1.45,507.1,12:45:17,3.664982947
0.84,0.32,3.52,499.51,0.14,501.99,12:45:17,3.632960225
0.85,0.3,3.55,498.54,0.97,6.89,12:45:18,3.662649314
0.84,0.31,3.51,496.73,1.47,9.64,12:45:18,3.622402518
0.84,0.3,3.52,0.94,2.3,501.34,12:45:19,3.631253227
0.84,0.31,3.55,498.25,0.83,506.8,12:45:19,3.661174675
0.85,0.31,3.57,497.38,-1.26,504.83,12:45:20,3.682865732
0.83,0.3,3.58,498.14,0.83,503.98,12:45:20,3.687180495
0.85,0.32,3.55,500.4,0.84,508.86,12:45:21,3.664341687
0.86,0.31,3.51,497.47,2.07,3.63,12:45:21,3.6270925
0.87,0.3,3.56,499.1,0.58,509.16,12:45:22,3.677023253
0.84,0.29,3.54,495.72,-1.95,11.69,12:45:22,3.649835613
0.84,0.31,3.48,497.75,0.57,5.15,12:45:23,3.593341064
0.83,0.29,3.57,497.94,-0.73,509.08,12:45:23,3.676669689
0.85,0.3,3.55,498.3,1.55,11.31,12:45:24,3.662649314
0.85,0.29,3.48,498.25,-0.15,503.19,12:45:24,3.594022816
0.85,0.29,3.49,498.25,0.1,502.73,12:45:25,3.603706425
0.84,0.29,3.48,499.49,0.5,503.51,12:45:25,3.59167092
