acX,acY,acZ,gyX,gyY,gyZ,time,Akselerasi
0.84,0.3,3.46,496.65,1.37,1.28,12:44:48,3.573121884
0.84,0.3,3.48,0.84,2.24,500.13,12:44:49,3.592492171
0.83,0.3,3.47,498.19,0.78,500.9,12:44:49,3.580474829
0.84,0.3,3.48,497.29,-1.28,500.84,12:44:50,3.592492171
0.83,0.3,3.48,498.04,0.79,500.34,12:44:50,3.590167127
0.84,0.31,3.47,500.37,0.79,500.65,12:44:51,3.58365735
0.85,0.3,3.49,497.39,2.02,1.94,12:44:51,3.604524934
0.86,0.3,3.49,499.03,0.53,500.03,12:44:52,3.606896173
0.83,0.29,3.47,495.65,-1.98,2.33,12:44:52,3.579650821
0.84,0.3,3.47,497.68,0.5,1.26,12:44:53,3.582806163
0.83,0.29,3.47,497.87,-0.81,500.58,12:44:53,3.579650821
0.84,0.29,3.47,498.22,1.5,1.77,12:44:54,3.581982691
0.84,0.28,3.46,498.16,-0.17,501,12:44:54,3.571498285
0.85,0.29,3.47,498.21,0.09,500.81,12:44:55,3.584340944
0.83,0.29,3.47,499.4,0.46,498.86,12:44:56,3.579650821
0.94,0.18,0.37,498.01,1.07,508.8,12:44:56,1.026109156
0.94,0.19,0.31,497.83,1.2,507.21,12:44:57,1.007869039
0.94,0.19,0.35,498.38,-0.49,9.42,12:44:57,1.020881972
0.95,0.18,0.36,497.45,1.31,8.14,12:44:58,1.031746093
0.94,0.19,0.34,498.62,0.93,500.48,12:44:58,1.017496929
0.94,0.19,0.33,498.31,0.53,506.88,12:44:59,1.014199191
0.94,0.2,0.35,498.26,-0.2,509.96,12:44:59,1.022790301
0.94,0.2,0.38,498.11,0.14,3.74,12:45:00,1.033440855
0.95,0.19,0.39,498.36,0.44,9.58,12:45:00,1.044365836
0.94,0.2,0.34,497.77,0.22,501.74,12:45:01,1.019411595
0.94,0.21,0.35,498.27,0.73,507.88,12:45:01,1.024792662
0.94,0.2,0.38,495.94,2.66,10.76,12:45:02,1.033440855
0.93,0.15,0.38,500.81,496.96,507.77,12:45:02,1.015775566
0.96,0.24,0.23,496.07,493.02,501.3,12:45:03,1.015923225
0.94,0.22,0.24,499.54,1.82,10.73,12:45:03,0.994786409
0.98,0.14,0.33,499.51,490.41,503.29,12:45:04,1.043503713
0.95,0.19,0.24,5.11,496.13,3.14,12:45:04,0.998098192
0.98,0.19,0.26,497.74,1.36,508.98,12:45:05,1.031552228
0.97,0.24,0.21,486.11,459.83,9.66,12:45:05,1.021077862
0.99,0.19,0.03,500.29,32.6,8.2,12:45:06,1.008513758
0.94,0.29,0.01,499.64,492.09,507.27,12:45:06,0.983768265
1.01,0.19,3.98,498.13,36.15,503.28,12:45:07,4.110547409
0.99,0.2,0.02,499.14,-1,6.17,12:45:07,1.010198
0.99,0.22,0.05,499.24,2.95,502.23,12:45:08,1.015381702
1,0.19,0.09,500.53,-1,504.95,12:45:08,1.021861047
1,0.21,0.02,499.35,1.14,509.38,12:45:09,1.022007828
0.98,0.25,0.08,0.79,1.72,491.43,12:45:09,1.014544233
0.93,0.39,3.97,14.23,467.03,490.74,12:45:10,4.096083495
0.84,0.48,3.69,9.52,480.11,503.51,12:45:10,3.814721484
0.73,0.48,3.5,9.17,483.02,503.83,12:45:11,3.607395182
0.75,0.43,3.46,10.89,2.51,504.3,12:45:11,3.566370704
0.76,0.3,3.63,478.82,32.83,16.62,12:45:12,3.720819802
0.86,0.4,3.81,488.03,8.07,12.4,12:45:12,3.92628323
0.91,0.45,3.83,2.13,495.33,501.04,12:45:13,3.962259456
0.93,0.42,3.8,492.08,490.43,7.35,12:45:13,3.934628318
0.92,0.38,3.75,484.77,496.21,11.61,12:45:14,3.879858245
0.9,0.46,3.75,498.96,487.12,13.92,12:45:14,3.883825434
0.85,0.43,3.71,10.58,489.52,505.3,12:45:15,3.830339411
0.83,0.35,3.55,495.76,495.99,19.07,12:45:15,3.662499147
0.86,0.32,3.48,492.4,0.96,14.58,12:45:16,3.59894429
0.85,0.3,3.53,496.73,1.84,7.93,12:45:16,3.643267764
0.86,0.29,3.56,497.75,1.43,507.36,12:45:17,3.673867172
0.85,0.33,3.52,499.52,0.06,504.28,12:45:17,3.636179314
0.84,0.29,3.5,498.46,0.9,8.83,12:45:18,3.611052478
0.84,0.3,3.55,496.69,1.42,8.32,12:45:18,3.660341514
0.85,0.3,3.54,0.92,2.27,506.37,12:45:19,3.652957706
0.83,0.3,3.57,498.25,0.86,507.19,12:45:19,3.677471958
0.85,0.31,3.56,497.32,-1.19,502.25,12:45:20,3.673173015
0.83,0.31,3.56,498.13,0.86,507.9,12:45:20,3.668596462
0.85,0.32,3.52,500.41,0.86,509.6,12:45:21,3.635285408
0.85,0.31,3.53,497.4,2.06,9.43,12:45:21,3.644104828
0.87,0.31,3.58,499.11,0.54,508.37,12:45:22,3.697215168
0.83,0.29,3.55,495.69,-1.89,9.68,12:45:22,3.657253068
0.84,0.31,3.51,497.78,0.54,4.48,12:45:23,3.622402518
0.83,0.3,3.56,497.89,-0.75,509.29,12:45:23,3.667764987
0.84,0.29,3.53,498.27,1.57,4.66,12:45:24,3.64013736
0.85,0.29,3.51,498.25,-0.15,502.76,12:45:24,3.623078801
0.86,0.3,3.53,498.23,0.17,504.94,12:45:25,3.645613803
0.84,0.3,3.56,499.47,0.51,500.14,12:45:25,3.670040872
0.95,0.19,0.44,498.02,1.11,514.44,12:45:26,1.064048871
