acX,acY,acZ,gyX,gyY,gyZ,time,Akselerasi
0.91,3.91,0.39,497.67,-0.27,500.93,10:38:43,4.033398071
0.91,3.91,0.37,497.86,-0.69,500.82,10:38:43,4.031513363
0.91,3.91,0.38,498.16,0.43,500.73,10:38:44,4.032443428
0.91,3.92,0.38,498.48,-0.2,500.52,10:38:44,4.042140522
0.91,3.92,0.38,499.19,0.73,0.87,10:38:45,4.042140522
0.91,3.9,0.37,496.27,0.63,501.01,10:38:45,4.02181551
0.91,3.89,0.39,498.11,0.94,500.64,10:38:46,4.014012955
0.91,3.9,0.38,500.71,-0.2,500.72,10:38:46,4.022747817
0.91,3.9,0.38,500.05,0.09,1.35,10:38:47,4.022747817
0.91,3.9,0.37,499.76,0.86,1.23,10:38:47,4.02181551
0.91,3.9,0.38,499.73,-0.32,500.97,10:38:48,4.022747817
0.9,3.9,0.39,496.06,0.65,500.97,10:38:48,4.021454961
0.9,3.9,0.38,499,1.04,500.83,10:38:49,4.020497482
0.91,3.9,0.38,497.92,0.09,500.81,10:38:49,4.022747817
0.91,3.9,0.38,496.11,0.15,0.86,10:38:50,4.022747817
0.92,3.91,0.38,500.76,-0.61,501,10:38:50,4.034711886
0.91,3.9,0.37,498.24,1.15,0.82,10:38:51,4.02181551
0.91,3.91,0.38,496.1,0.89,500.97,10:38:51,4.032443428
0.91,3.9,0.38,500.83,1.35,500.78,10:38:52,4.022747817
0.91,3.91,0.38,499.9,-0.27,500.97,10:38:52,4.032443428
0.91,3.9,0.39,499.28,-0.61,0.8,10:38:53,4.023704761
0.91,3.9,0.38,499.94,0.52,501.04,10:38:53,4.022747817
0.9,3.91,0.38,498.37,0.63,500.35,10:38:54,4.030198506
0.91,3.9,0.38,497.24,0.05,500.99,10:38:54,4.022747817
0.92,3.91,0.38,500.35,0.27,1.22,10:38:55,4.034711886
0.91,3.91,0.39,497.37,0.67,501,10:38:55,4.033398071
0.91,3.9,0.38,499.86,-0.82,500.96,10:38:56,4.022747817
0.91,3.9,0.36,496.64,0.87,500.44,10:38:56,4.020907858
0.91,3.9,0.38,498.54,0.65,501.06,10:38:57,4.022747817
0.91,3.92,0.38,499.08,0.56,500.68,10:38:57,4.042140522
0.91,3.91,0.39,500.02,1.06,1.08,10:38:58,4.033398071
0.91,3.91,0.39,500.33,0.03,500.91,10:38:58,4.033398071
0.91,3.91,0.38,497.38,-0.51,500.83,10:38:59,4.032443428
0.91,3.91,0.39,496.82,0.94,501.04,10:38:59,4.033398071
0.91,3.9,0.37,500.38,0.43,500.71,10:39:00,4.02181551
0.91,3.91,0.37,499.42,-0.11,500.77,10:39:00,4.031513363
0.91,3.91,0.38,496.92,0.91,1.08,10:39:01,4.032443428
0.9,3.91,0.39,499.71,1.24,500.69,10:39:01,4.031153681
0.91,3.91,0.4,497.31,0.14,1.29,10:39:02,4.034377275
0.91,3.91,0.38,498.19,0.87,500.72,10:39:02,4.032443428
0.91,3.91,0.39,497.75,0.11,500.99,10:39:03,4.033398071
0.91,3.91,0.39,500.98,-0.11,501,10:39:03,4.033398071
0.92,3.91,0.39,496.17,-1.71,2.29,10:39:04,4.035665992
0.91,3.91,0.38,498.22,-0.07,500.52,10:39:04,4.032443428
0.91,3.92,0.38,496.01,0.43,501.06,10:39:05,4.042140522
0.91,3.91,0.39,496.63,1.42,0.94,10:39:05,4.033398071
0.85,3.9,0.4,496.81,4.68,500.84,10:39:06,4.011545837
0.9,3.91,0.39,497.67,-0.96,1.26,10:39:06,4.031153681
0.9,3.91,0.4,496.54,0.56,1.06,10:39:07,4.03213343
0.91,3.91,0.4,500.63,1.09,1.04,10:39:07,4.034377275
0.9,3.91,0.39,498.47,-0.23,1.08,10:39:08,4.031153681
0.92,3.91,0.4,496.76,1.19,500.7,10:39:08,4.036644646
0.9,3.91,0.4,497.17,1.61,0.81,10:39:09,4.03213343
0.9,3.91,0.4,498.84,0.13,500.88,10:39:09,4.03213343
0.91,3.91,0.39,496.82,0.38,500.96,10:39:10,4.033398071
0.91,3.91,0.39,500.96,-0.27,500.93,10:39:10,4.033398071
0.91,3.91,0.37,498.05,-0.69,500.82,10:39:11,4.031513363
0.91,3.91,0.38,501,0.43,500.73,10:39:11,4.032443428
0.91,3.92,0.38,498.65,-0.2,500.52,10:39:12,4.042140522
0.91,3.92,0.38,500.93,0.73,0.87,10:39:12,4.042140522
