acX,acY,acZ,gyX,gyY,gyZ,time,Akselerasi
1.39,4,0.4,11.31,7.46,21.62,10:29:59,4.253480927
1.28,3.9,0.59,473.65,14.2,495.78,10:29:59,4.146866287
1.04,0.25,0.69,460.37,436.45,478.65,10:30:00,1.272870771
1.21,0.1,0.61,484.35,469.49,474.36,10:30:00,1.358749425
1.4,3.98,0.54,499.86,0.19,500.42,10:30:01,4.253469172
0.97,0.07,0.37,483.62,14.84,496.84,10:30:01,1.040528712
1.06,3.93,0.49,499.23,25.73,8.44,10:30:02,4.099829265
1.08,0.16,0.37,500.09,468.57,490.76,10:30:02,1.15277925
0.81,3.92,0.48,469.64,472.17,494.7,10:30:03,4.031488559
1.36,3.87,0.81,8.36,0.52,10.61,10:30:03,4.181219918
1.36,0.21,0.4,496.06,1.82,499.9,10:30:04,1.43307362
1.31,3.94,0.46,4.75,491.2,1.29,10:30:04,4.177475314
0.86,0.13,0.38,38.37,4.94,16.21,10:30:04,0.949157521
1,0.02,0.42,48.26,38.38,11.05,10:30:04,1.08480413
1.26,0.18,0.35,15.17,457.87,13.86,10:30:05,1.320037878
1.03,0.17,0.52,41.2,487.59,30.72,10:30:05,1.166276125
1.61,3.99,0.55,497.51,0.84,499.71,10:30:06,4.337591498
1.45,3.99,0.55,43.46,10.71,497.14,10:30:06,4.280782639
1.24,3.95,0.58,493.02,480.82,1.51,10:30:07,4.180490402
1.3,3.98,0.47,484.09,2.91,3.83,10:30:07,4.213229165
1.29,0.04,0.5,496.07,495.85,493.73,10:30:08,1.384088147
1.47,0.06,0.48,486.19,-1,489.88,10:30:08,1.547546445
