acX,acY,acZ,gyX,gyY,gyZ,time,Akselerasi
0.67,0.56,3.43,3.56,489.91,493.78,12:46:27,3.53940673
0.6,0.45,3.35,500.5,494.49,1.55,12:46:27,3.432928779
0.66,0.54,3.37,497.57,2.97,500.56,12:46:28,3.476219211
0.64,0.51,3.35,494.95,497.92,500.89,12:46:28,3.448506923
0.74,0.51,3.46,2.16,7.05,1.11,12:46:30,3.574814681
0.64,0.55,3.35,493.44,488.38,4.8,12:46:30,3.454649042
0.67,0.46,3.39,496.87,495.98,11.99,12:46:31,3.486057946
0.7,0.52,3.44,494.08,2.69,500.39,12:46:31,3.548802615
0.69,0.52,3.46,491.51,497.31,4.95,12:46:32,3.566244523
0.72,0.52,3.49,9.03,10.66,493.12,12:46:32,3.601235899
0.63,0.53,3.38,494.14,485.77,4.46,12:46:33,3.47882164
0.65,0.53,3.38,5.02,7.31,3.57,12:46:33,3.482499103
0.68,0.53,3.43,491.48,-0.42,498.77,12:46:34,3.536693371
0.67,0.58,3.43,497.21,0.92,2.47,12:46:34,3.542626145
0.74,0.55,3.48,13,15.67,497.26,12:46:35,3.600069444
0.71,0.5,3.33,0.65,2.56,497.09,12:46:35,3.441366008
0.65,0.54,3.39,491.9,1.21,3.22,12:46:36,3.493737254
0.67,0.55,3.42,492.9,-1.98,500.48,12:46:36,3.528143988
0.66,0.54,3.41,494.99,-1.97,0.94,12:46:37,3.515010669
0.69,0.54,3.5,0.78,8.31,3.11,12:46:38,3.608004989
0.68,0.57,3.42,498.38,490.71,496.13,12:46:38,3.533227986
0.66,0.55,3.34,497.85,2.01,11.78,12:46:39,3.448724402
0.63,0.57,3.39,494.22,4.05,1.61,12:46:39,3.494839052
0.64,0.55,3.41,499.67,7.59,500.02,12:46:40,3.512862081
0.7,0.56,3.49,497.82,4.39,5.29,12:46:40,3.603290163
0.68,0.57,3.44,499.35,491.66,496.29,12:46:41,3.552590604
0.93,0.38,3.81,499.24,497.66,499.43,12:46:41,3.94022842
0.92,0.39,3.79,497.85,1.63,8.06,12:46:42,3.919515276
0.92,0.39,3.83,497.7,2.59,504.88,12:46:42,3.958206665
0.94,0.39,3.84,498.21,1.01,10.34,12:46:43,3.972568439
0.93,0.37,3.89,498.57,-0.08,503.45,12:46:43,4.016702628
0.92,0.4,3.85,497.86,-0.14,510.03,12:46:44,3.978555014
0.91,0.4,3.84,498.38,0.76,506.38,12:46:44,3.966572828
0.92,0.39,3.85,498.04,0.78,502.26,12:46:45,3.977562067
0.92,0.39,3.88,496.96,2.09,506.98,12:46:45,4.006607043
0.92,0.41,3.89,496.94,0.31,7.01,12:46:46,4.018283216
0.93,0.41,3.85,497.82,0.91,6.78,12:46:46,3.981896533
0.93,0.42,3.84,494.55,1.05,503.14,12:46:47,3.97327321
0.91,0.44,3.93,497.1,2.33,504.36,12:46:47,4.057905864
0.9,0.45,3.94,4.99,497.55,498.16,12:46:48,4.066460377
0.86,0.48,3.77,13.11,479.11,491.98,12:46:48,3.896524092
0.76,0.5,3.61,7.64,492.23,500.85,12:46:49,3.722861802
0.64,0.59,3.39,5.44,479.53,488.21,12:46:49,3.499971428
0.47,0.51,3.36,2.4,496.72,501.15,12:46:50,3.430830803
0.41,0.54,3.25,6.96,497.88,495.89,12:46:50,3.319969879
0.46,0.53,3.43,480.25,25.4,36.89,12:46:51,3.501056983
0.62,0.55,3.39,490.74,4.2,23.06,12:46:51,3.489842403
0.7,0.56,3.44,493.99,0.16,7.08,12:46:52,3.554883964
0.63,0.56,3.37,495.41,-0.93,8.05,12:46:52,3.473816345
0.66,0.51,3.37,492.75,2.98,16.88,12:46:53,3.47168547
0.64,0.49,3.34,6.16,2.77,502.19,12:46:53,3.435884166
0.63,0.51,3.38,491.49,496.07,2.98,12:46:54,3.475830836
0.66,0.54,3.46,3.82,18.53,504.12,12:46:54,3.563537568
0.7,0.57,3.41,0.95,497.49,498.97,12:46:55,3.527463678
0.61,0.49,3.49,4.93,3.24,499.49,12:46:55,3.576632494
0.66,0.53,3.46,498.96,6.36,497.77,12:46:56,3.562035935
0.67,0.55,3.48,3,11.39,501.03,12:46:56,3.586335177
0.66,0.62,3.52,9.18,5.71,491.99,12:46:57,3.634611396
0.62,0.49,3.47,10.58,15.28,501.1,12:46:57,3.558848128
0.64,0.54,3.43,500.15,498.14,505.18,12:46:58,3.530736467
0.66,0.57,3.41,4.59,11.42,496.75,12:46:58,3.519744309
0.71,0.53,3.45,20.63,22.71,491.18,12:46:59,3.561951712
0.67,0.54,3.41,2.02,492.08,500.11,12:46:59,3.516902046
0.64,0.47,3.41,494.22,496.58,9.05,12:47:00,3.501228356
0.66,0.53,3.39,498.21,-1.06,502.33,12:47:00,3.494080709
0.67,0.6,3.48,491.7,5.79,505.19,12:47:01,3.594342777
0.77,0.53,3.49,9.13,9.4,500.76,12:47:01,3.613018129
0.62,0.54,3.4,494.72,490.01,11.26,12:47:02,3.497999428
0.61,0.55,3.37,2.61,4.06,5.71,12:47:02,3.468645269
0.65,0.53,3.4,494.74,-1.43,506.91,12:47:03,3.501913763
0.65,0.56,3.47,498.8,7.68,505.41,12:47:03,3.574492971
0.7,0.51,3.5,7,13.59,497.14,12:47:04,3.605565143
0.66,0.55,3.43,495.98,488.26,9.75,12:47:04,3.535958145
0.58,0.49,3.44,499.14,9.17,9.46,12:47:05,3.522797184
0.61,0.56,3.4,495.4,1.51,507.79,12:47:05,3.49938566
0.6,0.55,3.45,497.1,5.12,503.34,12:47:06,3.544714375
0.65,0.56,3.5,489.93,10.92,20.88,12:47:06,3.603623177
0.7,0.57,3.47,9.53,494.02,501.42,12:47:07,3.585498571
0.67,0.49,3.43,498.29,495.97,6.88,12:47:07,3.529008359
0.62,0.53,3.43,496.38,492.34,504.27,12:47:08,3.525648876
0.62,0.55,3.43,495.51,3.23,507.67,12:47:08,3.528710813
0.68,0.55,3.5,495.36,11.68,8.98,12:47:09,3.607616942
0.69,0.54,3.43,4.3,492.28,497.53,12:47:09,3.54014124
0.62,0.48,3.37,5.16,0.67,499.88,12:47:10,3.460014451
0.62,0.57,3.35,493.81,-1.55,5.14,12:47:10,3.454243767
0.62,0.53,3.34,494.02,495.34,501.4,12:47:11,3.438153574
0.64,0.56,3.48,487.23,10.37,15.18,12:47:11,3.582401429
0.68,0.59,3.47,500.26,-1.49,503.79,12:47:12,3.584884935
0.61,0.54,3.4,1.75,1.45,501.68,12:47:12,3.496240838
0.63,0.56,3.43,498.71,5.51,10.99,12:47:13,3.532053227
0.69,0.52,3.45,492.74,0.96,15.23,12:47:13,3.556543266
0.7,0.51,3.46,496.52,0.73,5.17,12:47:14,3.56674922
0.72,0.51,3.52,496.92,0.96,7,12:47:14,3.628897904
0.72,0.48,3.53,495.37,492.67,503.49,12:47:15,3.634515098
0.69,0.53,3.41,487.63,487.44,9.5,12:47:15,3.519247079
0.54,0.54,3.25,491.23,480.98,496.53,12:47:16,3.338517635
0.6,0.59,3.43,480.63,487.58,28.17,12:47:16,3.531713465
0.65,0.54,3.48,482.09,487.45,20.93,12:47:17,3.581131106
0.62,0.56,3.4,485.57,486.4,19.04,12:47:17,3.501142671
0.63,0.57,3.36,484.13,491.07,26.27,12:47:18,3.465746673
0.65,0.56,3.44,476.79,485.17,25.25,12:47:18,3.545377272
0.66,0.53,3.44,484.99,487.78,11.23,12:47:19,3.542612031
0.62,0.55,3.39,493.85,488.98,14.55,12:47:19,3.489842403
0.64,0.5,3.31,483.33,493.8,27.73,12:47:20,3.408181333
0.63,0.54,3.35,473.3,487.43,25.41,12:47:20,3.451231664
0.66,0.55,3.46,468.81,483.46,30.48,12:47:21,3.565066619
0.69,0.54,3.49,493.27,489.36,3.88,12:47:21,3.598305157
0.58,0.49,3.41,493.62,488.07,7.21,12:47:22,3.493508265
0.6,0.54,3.44,498.87,6.69,505.37,12:47:22,3.53344025
0.66,0.54,3.42,483.09,497.54,9.18,12:47:23,3.524712754
0.73,0.53,3.53,5.84,8.02,499.38,12:47:23,3.643446171
0.68,0.56,3.53,3.63,489.99,501.35,12:47:24,3.638255076
0.61,0.45,3.37,500.52,494.54,3.71,12:47:24,3.454200342
0.67,0.55,3.46,497.6,3.04,509.77,12:47:25,3.566931454
0.64,0.51,3.36,495.03,497.96,508.8,12:47:25,3.458222087
0.75,0.51,3.49,2.25,7.08,2.25,12:47:26,3.605925679
0.65,0.55,3.36,493.47,488.46,6.29,12:47:26,3.466208303
0.68,0.47,3.47,496.88,496.03,14.3,12:47:27,3.567099662
0.71,0.52,3.5,494.1,2.71,506.1,12:47:27,3.608947215
0.69,0.52,3.48,491.6,497.38,6.18,12:47:28,3.585651963
0.72,0.53,3.53,9.13,10.69,498.6,12:47:28,3.641455753
0.63,0.53,3.4,494.16,485.83,10.74,12:47:29,3.498256709
0.66,0.54,3.39,5.1,7.41,7.83,12:47:29,3.495611534
0.69,0.54,3.52,491.55,-0.32,503.66,12:47:30,3.627409544
0.68,0.59,3.5,497.27,1.02,10.57,12:47:30,3.613931377
0.74,0.56,3.5,13.04,15.75,501.77,12:47:31,3.620939105
0.71,0.51,3.36,0.67,2.64,498.45,12:47:31,3.471858292
0.66,0.55,3.45,491.96,1.24,6.64,12:47:32,3.555362148
0.67,0.56,3.45,492.98,-1.93,507.54,12:47:32,3.55879193
0.66,0.55,3.48,495.06,-1.93,4.2,12:47:33,3.584480437
0.69,0.54,3.57,0.88,8.41,10.8,12:47:33,3.675948857
0.68,0.57,3.48,498.39,490.73,505.23,12:47:34,3.591336798
0.66,0.55,3.37,497.92,2.03,17.04,12:47:34,3.477786652
0.64,0.58,3.48,494.3,4.11,3,12:47:35,3.58558224
0.64,0.56,3.43,499.7,7.66,501.83,12:47:35,3.533850591
0.71,0.56,3.56,497.89,4.42,8.23,12:47:36,3.673050503
0.68,0.58,3.5,499.39,491.7,499.82,12:47:36,3.612312279
0.93,0.38,3.87,499.28,497.73,503.29,12:47:37,3.998274628
0.93,0.4,3.81,497.87,1.68,12.11,12:47:37,3.942207503
0.93,0.39,3.86,497.77,2.64,509.88,12:47:38,3.989561379
0.95,0.39,3.91,498.25,1.05,14.56,12:47:38,4.042610543
0.93,0.38,3.93,498.62,-0.03,507.35,12:47:39,4.056377694
0.92,0.4,3.94,497.92,-0.08,512.78,12:47:39,4.06571027
0.92,0.4,3.88,498.48,0.85,511.42,12:47:40,4.007592794
0.93,0.4,3.86,498.14,0.81,509.15,12:47:40,3.99055134
0.93,0.4,3.94,496.97,2.17,510.3,12:47:41,4.067984759
0.93,0.42,3.91,497.02,0.33,15.68,12:47:41,4.040965231
0.93,0.41,3.92,497.89,0.98,13.8,12:47:42,4.049617266
0.93,0.42,3.87,494.59,1.13,505.72,12:47:42,4.002274353
0.91,0.45,3.97,497.15,2.35,506.71,12:47:43,4.097743281
0.91,0.46,3.96,5.08,497.61,503.82,12:47:43,4.08916862
0.87,0.48,3.81,13.19,479.15,496.22,12:47:44,3.937435714
0.77,0.5,3.66,7.72,492.26,504.31,12:47:44,3.773393698
0.64,0.59,3.41,5.5,479.57,494.92,12:47:45,3.51934653
0.48,0.52,3.42,2.42,496.73,507.53,12:47:45,3.492448997
0.42,0.55,3.33,6.97,497.95,505.14,12:47:46,3.401146865
0.46,0.54,3.52,480.35,25.44,39.06,12:47:46,3.590765935
